date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:24:55	535/535	---MCZ	200	added ('OK')	application/javascript	etag:W/%22217-19b60535280%22	https://jumptask.io/_next/static/VvN5qxhXiv48ZbT-9_bIi/_ssgManifest.js	jumptask.io/_next/static/VvN5qxhXiv48ZbT-9_bIi/_ssgManifest.js	(from https://jumptask.io/)
12:24:56	9458/9458	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2224f2-19b60532f58%22	https://jumptask.io/_next/static/images/googlePlayLogo-86ac71b41fc2687441119e1716734860.svg	jumptask.io/_next/static/images/googlePlayLogo-86ac71b41fc2687441119e1716734860.svg	(from https://jumptask.io/)
12:24:57	70125/70125	---M--	200	added ('OK')	image/png	etag:MsqguFZpnVChLeZmtxEHQuCgA0NKWn9baRKsBijcRzU=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F05%2Fweb-hero-dekstop-1.png&w=3840&q=70	jumptask.io/_next/image/index4604.html	(from https://jumptask.io/)
12:24:58	465/465	---M--	200	added ('OK')	image/avif	etag:A4kxbsgnhkymudmF3q6rGGLtVLTx0q5yL01NLkARUkQ=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F02%2Funnamed-1.webp&w=96&q=70	jumptask.io/_next/image/indexbf49.html	(from https://jumptask.io/)
12:24:58	340/340	---M--	200	added ('OK')	image/avif	etag:6N8Mc2tR9rx8gbkcE1rMa5C0aeTz9Wa4EpHJZ-vrZR4=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F02%2Funnamed.webp&w=96&q=70	jumptask.io/_next/image/indexd56e.html	(from https://jumptask.io/)
12:24:58	390/390	---M--	200	added ('OK')	image/avif	etag:NYWmiPYtIObFABoqibUFcOMO8-sWXyKgfsCYEIUpPQY=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F03%2Funnamed-8.webp&w=96&q=70	jumptask.io/_next/image/index0838.html	(from https://jumptask.io/)
12:24:58	25844/25844	---M--	200	added ('OK')	font/woff2	etag:W/%2264f4-19b60532f58%22	https://jumptask.io/_next/static/media/ba9851c3c22cd980-s.woff2	jumptask.io/_next/static/media/ba9851c3c22cd980-s.woff2	(from https://jumptask.io/_next/static/css/d8d8e1eb0bccfcbd.css)
12:24:59	332/332	---M--	200	added ('OK')	image/webp	etag:RNGcVufM50aU4H1trkDM3gWjTsprcgemgm9yMo3LAW8=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F02%2Funnamed-7.webp&w=96&q=70	jumptask.io/_next/image/index1902.html	(from https://jumptask.io/)
12:24:59	1022/1022	---M--	200	added ('OK')	image/avif	etag:JAkov6A-0rZMS88cywppPbD9lBmD6qXwI9fWzzaatVA=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F02%2Funnamed-3.webp&w=96&q=70	jumptask.io/_next/image/index1fed.html	(from https://jumptask.io/)
12:24:59	1701/1701	---M--	200	added ('OK')	image/avif	etag:chb3MMQCw+vjIxAC-R+1c0GC+J7Ay9yw5VeQ0O8TJi0=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F02%2Funnamed-5.webp&w=96&q=70	jumptask.io/_next/image/index8e60.html	(from https://jumptask.io/)
12:24:59	1353/1353	---M--	200	added ('OK')	image/avif	etag:8pYWqIMpzy2MAxk70v7-pL1GVDcjUPp3T9Ey4o9NJ10=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F02%2Funnamed-2.webp&w=96&q=70	jumptask.io/_next/image/indexd43e.html	(from https://jumptask.io/)
12:25:00	18744/18744	---M--	200	added ('OK')	font/woff2	etag:W/%224938-19b60532f58%22	https://jumptask.io/_next/static/media/21350d82a1f187e9-s.woff2	jumptask.io/_next/static/media/21350d82a1f187e9-s.woff2	(from https://jumptask.io/_next/static/css/d8d8e1eb0bccfcbd.css)
12:25:01	1401/1401	---M--	200	added ('OK')	image/avif	etag:BaTxn95sbjA4LvDOCddXzQDV7PUVK3ARsDBMitFZAFU=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F02%2Funnamed-6.webp&w=96&q=70	jumptask.io/_next/image/index4579.html	(from https://jumptask.io/)
12:25:01	342250/342250	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:01%20GMT	https://jumptask.io/social-media-tasks/	jumptask.io/social-media-tasks/index.html	(from https://jumptask.io/)
12:25:01	529394/529394	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:01%20GMT	https://jumptask.io/get-paid-play-games/	jumptask.io/get-paid-play-games/index.html	(from https://jumptask.io/)
12:25:01	361294/361294	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:01%20GMT	https://jumptask.io/get-paid-take-surveys/	jumptask.io/get-paid-take-surveys/index.html	(from https://jumptask.io/)
12:25:02	11272/11272	---M--	200	added ('OK')	font/woff2	etag:W/%222c08-19b60532f58%22	https://jumptask.io/_next/static/media/c5fe6dc8356a8c31-s.woff2	jumptask.io/_next/static/media/c5fe6dc8356a8c31-s.woff2	(from https://jumptask.io/_next/static/css/d8d8e1eb0bccfcbd.css)
12:25:03	365217/365217	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:03%20GMT	https://jumptask.io/get-paid-to-train-ai/	jumptask.io/get-paid-to-train-ai/index.html	(from https://jumptask.io/)
12:25:03	520622/520622	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:03%20GMT	https://jumptask.io/get-paid-watch-ads/	jumptask.io/get-paid-watch-ads/index.html	(from https://jumptask.io/)
12:25:03	514469/514469	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:03%20GMT	https://jumptask.io/sell-internet-data/	jumptask.io/sell-internet-data/index.html	(from https://jumptask.io/)
12:25:03	526130/526130	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:03%20GMT	https://jumptask.io/get-paid-to-test-products/	jumptask.io/get-paid-to-test-products/index.html	(from https://jumptask.io/)
12:25:04	19044/19044	---M--	200	added ('OK')	font/woff2	etag:W/%224a64-19b60532f58%22	https://jumptask.io/_next/static/media/19cfc7226ec3afaa-s.woff2	jumptask.io/_next/static/media/19cfc7226ec3afaa-s.woff2	(from https://jumptask.io/_next/static/css/d8d8e1eb0bccfcbd.css)
12:25:05	132182/132182	---M--	200	added ('OK')	image/jpeg	etag:bbCqtl0cOmsW3oLXQI9rfXNsOSkae6Kfk2fXmrX1GLw=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2FGroup-3465682.jpg&w=3840&q=70	jumptask.io/_next/image/index0c95.html	(from https://jumptask.io/)
12:25:05	101183/101183	---M--	200	added ('OK')	image/jpeg	etag:38MludJ2ldEVax9On7NdjKjvawTgBjfZ7wfeKZwx3rY=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2FGroup-3465703.jpg&w=3840&q=70	jumptask.io/_next/image/index39be.html	(from https://jumptask.io/)
12:25:05	298133/298133	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:05%20GMT	https://jumptask.io/jumptask-microtasks/	jumptask.io/jumptask-microtasks/index.html	(from https://jumptask.io/)
12:25:05	522645/522645	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:05%20GMT	https://jumptask.io/get-paid-to-watch-videos/	jumptask.io/get-paid-to-watch-videos/index.html	(from https://jumptask.io/)
12:25:06	10280/10280	---M--	200	added ('OK')	font/woff2	etag:W/%222828-19b60532f58%22	https://jumptask.io/_next/static/media/df0a9ae256c0569c-s.woff2	jumptask.io/_next/static/media/df0a9ae256c0569c-s.woff2	(from https://jumptask.io/_next/static/css/d8d8e1eb0bccfcbd.css)
12:25:07	112788/112788	---M--	200	added ('OK')	image/jpeg	etag:n7iwt-nLNBFsJOkvZ2nc4-9eZNk+2DJ8KMDwx2iQLSw=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2FGroup-3465683.jpg&w=3840&q=70	jumptask.io/_next/image/index3026.html	(from https://jumptask.io/)
12:25:07	206110/206110	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:07%20GMT	https://jumptask.io/blog/jumptask-referral-program-launch/	jumptask.io/blog/jumptask-referral-program-launch/index.html	(from https://jumptask.io/)
12:25:07	65165/65165	---M--	200	added ('OK')	image/jpeg	etag:cG3PrD0tJGD+ap0UveLqRRW1bgT7-RlPnVTbly03ZSA=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F11%2FIllustration-4.jpg&w=3840&q=70	jumptask.io/_next/image/indexe575.html	(from https://jumptask.io/)
12:25:07	471991/471991	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:07%20GMT	https://jumptask.io/free-money-in-seconds/	jumptask.io/free-money-in-seconds/index.html	(from https://jumptask.io/)
12:25:08	85272/85272	---M--	200	added ('OK')	font/woff2	etag:W/%2214d18-19b60532f58%22	https://jumptask.io/_next/static/media/8e9860b6e62d6359-s.woff2	jumptask.io/_next/static/media/8e9860b6e62d6359-s.woff2	(from https://jumptask.io/_next/static/css/d8d8e1eb0bccfcbd.css)
12:25:12	496077/496077	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:09%20GMT	https://jumptask.io/money-earning-app/	jumptask.io/money-earning-app/index.html	(from https://jumptask.io/)
12:25:12	440836/440836	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:09%20GMT	https://jumptask.io/is-jumptask-legit/	jumptask.io/is-jumptask-legit/index.html	(from https://jumptask.io/)
12:25:13	479975/479975	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:09%20GMT	https://jumptask.io/get-paid-to-translate-online/	jumptask.io/get-paid-to-translate-online/index.html	(from https://jumptask.io/)
12:25:13	492766/492766	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:09%20GMT	https://jumptask.io/task-earning-app/	jumptask.io/task-earning-app/index.html	(from https://jumptask.io/)
12:25:14	121394/121394	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:13%20GMT	https://jumptask.io/contact-us/	jumptask.io/contact-us/index.html	(from https://jumptask.io/)
12:25:14	377044/377044	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:12%20GMT	https://jumptask.io/about-us/	jumptask.io/about-us/index.html	(from https://jumptask.io/)
12:25:15	459/459	---MCZ	200	added ('OK')	application/javascript	etag:W/%221cb-19b60532f58%22	https://jumptask.io/_next/static/chunks/pages/%5B...wordpressNode%5D-4c200fa20aeff46b.js	jumptask.io/_next/static/chunks/pages/[...wordpressNode]-4c200fa20aeff46b.js	(from https://jumptask.io/get-paid-take-surveys/)
12:25:16	251808/251808	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:15%20GMT	https://jumptask.io/blog/	jumptask.io/blog/index.html	(from https://jumptask.io/)
12:25:16	324267/324267	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:15%20GMT	https://jumptask.io/user-agreement/	jumptask.io/user-agreement/index.html	(from https://jumptask.io/)
12:25:17	275488/275488	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:15%20GMT	https://jumptask.io/privacy-policy/	jumptask.io/privacy-policy/index.html	(from https://jumptask.io/)
12:25:19	344195/344195	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:16%20GMT	https://jumptask.io/litepaper/	jumptask.io/litepaper/index.html	(from https://jumptask.io/)
12:25:21	123670/123670	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:19%20GMT	https://jumptask.io/contact-form/	jumptask.io/contact-form/index.html	(from https://jumptask.io/)
12:25:22	498484/498484	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:17%20GMT	https://jumptask.io/buy-twitter-followers/	jumptask.io/buy-twitter-followers/index.html	(from https://jumptask.io/)
12:25:22	516187/516187	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:17%20GMT	https://jumptask.io/buy-website-traffic/	jumptask.io/buy-website-traffic/index.html	(from https://jumptask.io/)
12:25:23	513494/513494	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:18%20GMT	https://jumptask.io/buy-youtube-likes/	jumptask.io/buy-youtube-likes/index.html	(from https://jumptask.io/)
12:25:24	214912/214912	---M--	200	added ('OK')	image/png	etag:U+KkfByCfa7taUGiyS7Ql6RKLHjb-HdkuxycUXb+Lbo=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F11%2FLitepaper-3.png&w=3840&q=70	jumptask.io/_next/image/index84f7.html	(from https://jumptask.io/get-paid-take-surveys/)
12:25:24	195174/195174	---M--	200	added ('OK')	image/png	etag:gHzuPIJTykc2H53HXTZemNdTp3g4W41n0IpfF2fWgBE=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F11%2FJumptoken-1.png&w=3840&q=70	jumptask.io/_next/image/index8887.html	(from https://jumptask.io/get-paid-take-surveys/)
12:25:25	486128/486128	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:24%20GMT	https://jumptask.io/blog/best-micro-job-sites/	jumptask.io/blog/best-micro-job-sites/index.html	(from https://jumptask.io/social-media-tasks/)
12:25:27	197765/197765	---M--	200	added ('OK')	image/png	etag:ihINokrF17NHZhiLh0Pc-rvxz+6LxgglkxBh3sczq6s=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F11%2FStaking-2.png&w=3840&q=70	jumptask.io/_next/image/indexac0c.html	(from https://jumptask.io/social-media-tasks/)
12:25:27	255161/255161	---M--	200	added ('OK')	image/png	etag:Vet6QgnHEGuLZORNUNdRm2I62iQgmOMfbZxlP-eGVuE=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2023%2F12%2FJumptoken-3.png&w=3840&q=70	jumptask.io/_next/image/indexd05c.html	(from https://jumptask.io/social-media-tasks/)
12:25:27	504766/504766	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:23%20GMT	https://jumptask.io/how-does-jumptask-work/	jumptask.io/how-does-jumptask-work/index.html	(from https://jumptask.io/get-paid-take-surveys/)
12:25:28	308695/308695	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:26%20GMT	https://jumptask.io/get-paid-to-like-twitter-posts/	jumptask.io/get-paid-to-like-twitter-posts/index.html	(from https://jumptask.io/social-media-tasks/)
12:25:29	310082/310082	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:27%20GMT	https://jumptask.io/get-paid-to-follow-people-on-twitter/	jumptask.io/get-paid-to-follow-people-on-twitter/index.html	(from https://jumptask.io/social-media-tasks/)
12:25:30	315434/315434	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:28%20GMT	https://jumptask.io/get-paid-to-tweet/	jumptask.io/get-paid-to-tweet/index.html	(from https://jumptask.io/social-media-tasks/)
12:25:30	310537/310537	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:28%20GMT	https://jumptask.io/get-paid-to-retweet/	jumptask.io/get-paid-to-retweet/index.html	(from https://jumptask.io/social-media-tasks/)
12:25:32	54161/54161	---M--	200	added ('OK')	image/jpeg	etag:ycqzCBQxaXyucYpkLoMkkEtsXvRXGqWXCZ0sjhdjI8Y=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F05%2FBecome-a-partner-4.jpg&w=3840&q=70	jumptask.io/_next/image/index2daf.html	(from https://jumptask.io/sell-internet-data/)
12:25:32	72458/72458	---M--	200	added ('OK')	image/jpeg	etag:98fnynACSscfMPxNFEkpdMqlXp1c+5RttbciRHArZS8=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F05%2FBecome-a-partner-1.jpg&w=3840&q=70	jumptask.io/_next/image/indexe387.html	(from https://jumptask.io/sell-internet-data/)
12:25:32	311366/311366	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:30%20GMT	https://jumptask.io/make-money-on-telegram/	jumptask.io/make-money-on-telegram/index.html	(from https://jumptask.io/social-media-tasks/)
12:25:33	493329/493329	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:29%20GMT	https://jumptask.io/join-discord-server-for-money/	jumptask.io/join-discord-server-for-money/index.html	(from https://jumptask.io/social-media-tasks/)
12:25:33	357623/357623	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:32%20GMT	https://jumptask.io/get-paid-to-click/	jumptask.io/get-paid-to-click/index.html	(from https://jumptask.io/sell-internet-data/)
12:25:33	4717/4717	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jan%202026%2017:25:33%20GMT	https://jumptask.io/cdn-cgi/l/email-protection	jumptask.io/cdn-cgi/l/email-protection	(from https://jumptask.io/contact-us/)
12:25:34	505508/505508	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:34%20GMT	https://jumptask.io/get-paid-to-read-email/	jumptask.io/get-paid-to-read-email/index.html	(from https://jumptask.io/sell-internet-data/)
12:25:34	514916/514916	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:34%20GMT	https://jumptask.io/get-paid-to-type/	jumptask.io/get-paid-to-type/index.html	(from https://jumptask.io/sell-internet-data/)
12:25:34	492313/492313	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:34%20GMT	https://jumptask.io/solve-captcha-for-money/	jumptask.io/solve-captcha-for-money/index.html	(from https://jumptask.io/get-paid-to-train-ai/)
12:25:34	345195/345195	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:34%20GMT	https://jumptask.io/get-paid-to-search-the-web/	jumptask.io/get-paid-to-search-the-web/index.html	(from https://jumptask.io/sell-internet-data/)
12:25:36	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2025%20Jan%202026%2017:25:35%20GMT	https://jumptask.io/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	jumptask.io/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://jumptask.io/contact-us/)
12:25:37	71279/71279	---M--	200	added ('OK')	image/jpeg	etag:028qNQGmoHE6kmEHQgaf9IRLzS7SW+Idsar9rbDZ2wU=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F11%2FIllustration-3.jpg&w=3840&q=70	jumptask.io/_next/image/index5ded.html	(from https://jumptask.io/get-paid-to-train-ai/)
12:25:37	106919/106919	---M--	200	added ('OK')	image/jpeg	etag:rQ4+Roua01bVxxPW7Vje0KKuND3l3mAISTCB8n4O6J0=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2024%2F11%2FIllustration-2.jpg&w=3840&q=70	jumptask.io/_next/image/index7e94.html	(from https://jumptask.io/get-paid-to-train-ai/)
12:25:41	512514/512514	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:37%20GMT	https://jumptask.io/get-paid-to-download-apps/	jumptask.io/get-paid-to-download-apps/index.html	(from https://jumptask.io/get-paid-to-watch-videos/)
12:25:43	353082/353082	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:41%20GMT	https://jumptask.io/earn-passive-income/	jumptask.io/earn-passive-income/index.html	(from https://jumptask.io/jumptask-microtasks/)
12:25:43	4382/4382	---M--	200	added ('OK')	image/png	etag:pde5Eov6qEsCM6g77Vg8Be4rLJDcjUNl9zchVwvrbuo=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2Fread_emails.png&w=384&q=70	jumptask.io/_next/image/index1a25.html	(from https://jumptask.io/jumptask-microtasks/)
12:25:43	3923/3923	---M--	200	added ('OK')	image/png	etag:vsypKYmujixsPzUyC0EEVzuuLmN3fBUyBEP+x+VcG90=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2FChatGPT-Image-Apr-7-2025-02_11_03-PM-1.png&w=384&q=70	jumptask.io/_next/image/index8edf.html	(from https://jumptask.io/get-paid-to-watch-videos/)
12:25:43	3783/3783	---M--	200	added ('OK')	image/png	etag:4OlEqy3X21g7c43q4p1wANAUpRh9zmNTs05sSumNIi4=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2FChatGPT-Image-Apr-3-2025-03_44_37-PM-1.png&w=384&q=70	jumptask.io/_next/image/indexd12b.html	(from https://jumptask.io/jumptask-microtasks/)
12:25:44	944/944	---MCZ	200	added ('OK')	application/javascript	etag:W/%223b0-19b60532f58%22	https://jumptask.io/_next/static/chunks/pages/blog-587d86e36fe0e8d2.js	jumptask.io/_next/static/chunks/pages/blog-587d86e36fe0e8d2.js	(from https://jumptask.io/blog/)
12:25:46	419389/419389	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:44%20GMT	https://jumptask.io/get-paid-to-listen-to-music/	jumptask.io/get-paid-to-listen-to-music/index.html	(from https://jumptask.io/jumptask-microtasks/)
12:25:49	481747/481747	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Jan%202026%2017:25:46%20GMT	https://jumptask.io/get-paid-to-share-videos/	jumptask.io/get-paid-to-share-videos/index.html	(from https://jumptask.io/jumptask-microtasks/)
12:27:45	6139/6139	---M--	200	added ('OK')	image/png	etag:hoGkKfg3xzsZw63uT6+pF9YltVjNrqAsOR+xVMFystE=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2Fsearch-web.png&w=384&q=70	jumptask.io/_next/image/index4413.html	(from https://jumptask.io/jumptask-microtasks/)
12:27:48	4284/4284	---M--	200	added ('OK')	image/png	etag:tnvnazcVR9V6S7xkgm0BvQVIvL3he1rOQSsr0uCq0WI=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F04%2FChatGPT-Image-Apr-3-2025-03_52_12-PM-1.png&w=384&q=70	jumptask.io/_next/image/indexdd3d.html	(from https://jumptask.io/jumptask-microtasks/)
12:27:50	1537/1537	---M--	200	added ('OK')	image/avif	etag:sS8pigLyznWo5lrqO0-h3x08i+lM452FKzGnKa-rfD8=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F09%2FChatGPT-Image-Sep-9-2025-01_34_18-PM-1.png&w=384&q=70	jumptask.io/_next/image/index9ae4.html	(from https://jumptask.io/jumptask-microtasks/)
12:27:53	3772/3772	---M--	200	added ('OK')	image/png	etag:VCCkMcoz1J257JxxcJyptnIcGBfwq6UlDYy71-cuLy0=	https://jumptask.io/_next/image/?url=https%3A%2F%2Fwebassets-wordpress-prod.jumptask.io%2Fuploads%2F2025%2F09%2Ftest-websites.png&w=384&q=70	jumptask.io/_next/image/index217e.html	(from https://jumptask.io/jumptask-microtasks/)
